Year,City,Sport,Discipline,Athlete_Name,Country,Gender,Event,Medal
1932,Los Angeles,Sailing,Sailing,"Maas, Adriaan Lambertus Joseph",NED,Men,Olympic Class Monotype,Silver
1932,Los Angeles,Sailing,Sailing,"Asther, Gunnar Anton Edvard",SWE,Men,Two-Person Keelboat Open (Star),Bronze
1932,Los Angeles,Sailing,Sailing,"Sundén-Cullberg, Daniel (Dan)",SWE,Men,Two-Person Keelboat Open (Star),Bronze
1932,Los Angeles,Sailing,Sailing,"Gray, Gilbert T.",USA,Men,Two-Person Keelboat Open (Star),Gold
1932,Los Angeles,Sailing,Sailing,"Libano, Andrew J. Jr.",USA,Men,Two-Person Keelboat Open (Star),Gold
1932,Los Angeles,Sailing,Sailing,"Jaffe, Peter",GBR,Men,Two-Person Keelboat Open (Star),Silver
1932,Los Angeles,Sailing,Sailing,"Ratsey, George Colin",GBR,Men,Two-Person Keelboat Open (Star),Silver
1932,Los Angeles,Shooting,Shooting,"Matteucci, Domenico",ITA,Men,25M Rapid Fire Pistol (60 Shots),Bronze
1932,Los Angeles,Shooting,Shooting,"Morigi, Renzo",ITA,Men,25M Rapid Fire Pistol (60 Shots),Gold
1932,Los Angeles,Shooting,Shooting,"Hax, Heinz",GER,Men,25M Rapid Fire Pistol (60 Shots),Silver
1932,Los Angeles,Shooting,Shooting,"Hradetzky-Soos-Ruszka, Zoltan",HUN,Men,50M Rifle Prone (60 Shots),Bronze
1932,Los Angeles,Shooting,Shooting,"Rönnmark, Bertil Vilhelm",SWE,Men,50M Rifle Prone (60 Shots),Gold
1932,Los Angeles,Shooting,Shooting,"Huet Bobadilla, Gustavo",MEX,Men,50M Rifle Prone (60 Shots),Silver
1932,Los Angeles,Weightlifting,Weightlifting,"Terlazzo, Anthony",USA,Men,"- 60KG, Total (Featherweight)",Bronze
1932,Los Angeles,Weightlifting,Weightlifting,"Suvigny, Raymond",FRA,Men,"- 60KG, Total (Featherweight)",Gold
1932,Los Angeles,Weightlifting,Weightlifting,"Wölpert, Johannes (Hans)",GER,Men,"- 60KG, Total (Featherweight)",Silver
1932,Los Angeles,Weightlifting,Weightlifting,"Strassberger, Josef",GER,Men,"+ 82.5KG, Total (Heavyweight)",Bronze
1932,Los Angeles,Weightlifting,Weightlifting,"Skobla, Jaroslav",TCH,Men,"+ 82.5KG, Total (Heavyweight)",Gold
1932,Los Angeles,Weightlifting,Weightlifting,"Psenicka Sr., Václav",TCH,Men,"+ 82.5KG, Total (Heavyweight)",Silver
1932,Los Angeles,Weightlifting,Weightlifting,"Pierini, Gastone",ITA,Men,"60 - 67.5KG, Total (Lightweight)",Bronze
1932,Los Angeles,Weightlifting,Weightlifting,"Duverger, René",FRA,Men,"60 - 67.5KG, Total (Lightweight)",Gold
1932,Los Angeles,Weightlifting,Weightlifting,"Haas, Hans",AUT,Men,"60 - 67.5KG, Total (Lightweight)",Silver
1932,Los Angeles,Weightlifting,Weightlifting,"Hipfinger, Karl",AUT,Men,"67.5 - 75KG, Total (Middleweight)",Bronze
1932,Los Angeles,Weightlifting,Weightlifting,"Ismayr, Rudolf",GER,Men,"67.5 - 75KG, Total (Middleweight)",Gold
1932,Los Angeles,Weightlifting,Weightlifting,"Galimberti, Carlo",ITA,Men,"67.5 - 75KG, Total (Middleweight)",Silver
1932,Los Angeles,Weightlifting,Weightlifting,"Duey, Henry Ludwig",USA,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Bronze
1932,Los Angeles,Weightlifting,Weightlifting,"Hostin, Louis",FRA,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Gold
1932,Los Angeles,Weightlifting,Weightlifting,"Olsen, Svend Egil Benjamin",DEN,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Silver
1932,Los Angeles,Wrestling,Wrestling Free.,"Jaskari, Aatos Tuomas",FIN,Men,- 56KG (Bantamweight),Bronze
1932,Los Angeles,Wrestling,Wrestling Free.,"Pearce, Robert Edward",USA,Men,- 56KG (Bantamweight),Gold
1932,Los Angeles,Wrestling,Wrestling Free.,"Zombori, Ödön",HUN,Men,- 56KG (Bantamweight),Silver
1932,Los Angeles,Wrestling,Wrestling Free.,"Hirschl, Nikolaus",AUT,Men,+ 87KG (Heavyweight),Bronze
1932,Los Angeles,Wrestling,Wrestling Free.,"Rickttoff, Johan",SWE,Men,+ 87KG (Heavyweight),Gold
1932,Los Angeles,Wrestling,Wrestling Free.,"Riley, John Horn",USA,Men,+ 87KG (Heavyweight),Silver
1932,Los Angeles,Wrestling,Wrestling Free.,"Karlsson, Einar",SWE,Men,56 - 61KG (Featherweight),Bronze
1932,Los Angeles,Wrestling,Wrestling Free.,"Pihlajamäki, Hermanni",FIN,Men,56 - 61KG (Featherweight),Gold
1932,Los Angeles,Wrestling,Wrestling Free.,"Nemir, Edgar",USA,Men,56 - 61KG (Featherweight),Silver
1932,Los Angeles,Wrestling,Wrestling Free.,"Klarén, Gustaf",SWE,Men,61 - 66KG (Lightweight),Bronze
1932,Los Angeles,Wrestling,Wrestling Free.,"Pacôme, Charles",FRA,Men,61 - 66KG (Lightweight),Gold
1932,Los Angeles,Wrestling,Wrestling Free.,"Kárpáti, Károly",HUN,Men,61 - 66KG (Lightweight),Silver
1932,Los Angeles,Wrestling,Wrestling Free.,"Leino, Eino Aukusti",FIN,Men,66 - 72KG (Welterweight),Bronze
1932,Los Angeles,Wrestling,Wrestling Free.,"Van Bebber, Jack Francis",USA,Men,66 - 72KG (Welterweight),Gold
1932,Los Angeles,Wrestling,Wrestling Free.,"Macdonald, Daniel",CAN,Men,66 - 72KG (Welterweight),Silver
1932,Los Angeles,Wrestling,Wrestling Free.,"Tunyogi, Jozsef",HUN,Men,72 - 79KG (Middleweight),Bronze
1932,Los Angeles,Wrestling,Wrestling Free.,"Johansson, Ivar",SWE,Men,72 - 79KG (Middleweight),Gold
1932,Los Angeles,Wrestling,Wrestling Free.,"Luukko, Kyösti Aukusti",FIN,Men,72 - 79KG (Middleweight),Silver
1932,Los Angeles,Wrestling,Wrestling Free.,"Scarf, Richard Edward",AUS,Men,79 - 87KG (Light-Heavyweight),Bronze
1932,Los Angeles,Wrestling,Wrestling Free.,"Mehringer, Peter Joseph",USA,Men,79 - 87KG (Light-Heavyweight),Gold
1932,Los Angeles,Wrestling,Wrestling Free.,"Sjöstedt, Thure",SWE,Men,79 - 87KG (Light-Heavyweight),Silver
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Francois, Louis",FRA,Men,- 56KG (Bantamweight),Bronze
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Brendel, Jacob",GER,Men,- 56KG (Bantamweight),Gold
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Nizzola, Marcello",ITA,Men,- 56KG (Bantamweight),Silver
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Hirschl, Nikolaus",AUT,Men,+ 87KG (Super Heavyweight),Bronze
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Westergren, Carl",SWE,Men,+ 87KG (Super Heavyweight),Gold
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Urban, Josef",TCH,Men,+ 87KG (Super Heavyweight),Silver
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Koskela, Lauri",FIN,Men,56 - 61KG (Featherweight),Bronze
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Gozzi, Giovanni",ITA,Men,56 - 61KG (Featherweight),Gold
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Ehrl, Wolfgang",GER,Men,56 - 61KG (Featherweight),Silver
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Sperling, Eduard",GER,Men,61 - 66KG (Lightweight),Bronze
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Malmberg, Eric",SWE,Men,61 - 66KG (Lightweight),Gold
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Kurland, Abraham",DEN,Men,61 - 66KG (Lightweight),Silver
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Gallegati, Ercole",ITA,Men,66 - 72KG (Welterweight),Bronze
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Johansson, Ivar",SWE,Men,66 - 72KG (Welterweight),Gold
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Kajander, Väinö",FIN,Men,66 - 72KG (Welterweight),Silver
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Cadier, Axel",SWE,Men,72 - 79KG (Middleweight),Bronze
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Kokkinen, Väinö Anselmi",FIN,Men,72 - 79KG (Middleweight),Gold
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Földeák, Jean",GER,Men,72 - 79KG (Middleweight),Silver
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Gruppioni, Mario",ITA,Men,79 - 87KG (Light-Heavyweight),Bronze
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Svensson, Rudolf",SWE,Men,79 - 87KG (Light-Heavyweight),Gold
1932,Los Angeles,Wrestling,Wrestling Gre-R,"Pellinen, Onni",FIN,Men,79 - 87KG (Light-Heavyweight),Silver
1936,Berlin,Aquatics,Diving,"Stork, Hermann",GER,Men,10M Platform,Bronze
1936,Berlin,Aquatics,Diving,"Wayne, Marshall",USA,Men,10M Platform,Gold
1936,Berlin,Aquatics,Diving,"Root, Elbert Alonzo",USA,Men,10M Platform,Silver
1936,Berlin,Aquatics,Diving,"Köhler, Käthe",GER,Women,10M Platform,Bronze
1936,Berlin,Aquatics,Diving,"Poynton-Hill, Dorothy",USA,Women,10M Platform,Gold
1936,Berlin,Aquatics,Diving,"Dunn Ploessel, Velma Clancy",USA,Women,10M Platform,Silver
1936,Berlin,Aquatics,Diving,"Greene, Alan",USA,Men,3M Springboard,Bronze
1936,Berlin,Aquatics,Diving,"Degener, Richard Kempster",USA,Men,3M Springboard,Gold
1936,Berlin,Aquatics,Diving,"Wayne, Marshall",USA,Men,3M Springboard,Silver
1936,Berlin,Aquatics,Diving,"Poynton-Hill, Dorothy",USA,Women,3M Springboard,Bronze
1936,Berlin,Aquatics,Diving,"Gestring, Marjorie",USA,Women,3M Springboard,Gold
1936,Berlin,Aquatics,Diving,"Rawls, Katherine Louise",USA,Women,3M Springboard,Silver
1936,Berlin,Aquatics,Swimming,"Kiyokawa, Masaji",JPN,Men,100M Backstroke,Bronze
1936,Berlin,Aquatics,Swimming,"Kiefer, Adolph Gustav",USA,Men,100M Backstroke,Gold
1936,Berlin,Aquatics,Swimming,"Van De Weghe, Albert",USA,Men,100M Backstroke,Silver
1936,Berlin,Aquatics,Swimming,"Bridges, Alice W.",USA,Women,100M Backstroke,Bronze
1936,Berlin,Aquatics,Swimming,"Senff, Dina Willemina Jacoba",NED,Women,100M Backstroke,Gold
1936,Berlin,Aquatics,Swimming,"Mastenbroek, Hendrika",NED,Women,100M Backstroke,Silver
1936,Berlin,Aquatics,Swimming,"Arai, Shigeo",JPN,Men,100M Freestyle,Bronze
1936,Berlin,Aquatics,Swimming,"Csik, Ferenc",HUN,Men,100M Freestyle,Gold
1936,Berlin,Aquatics,Swimming,"Yusa, Masanori",JPN,Men,100M Freestyle,Silver
1936,Berlin,Aquatics,Swimming,"Arendt-Jacobs, Gisela",GER,Women,100M Freestyle,Bronze
1936,Berlin,Aquatics,Swimming,"Mastenbroek, Hendrika",NED,Women,100M Freestyle,Gold
1936,Berlin,Aquatics,Swimming,"Campbell, Jeanette Morven",ARG,Women,100M Freestyle,Silver
1936,Berlin,Aquatics,Swimming,"Uto, Shunpei",JPN,Men,1500M Freestyle,Bronze
1936,Berlin,Aquatics,Swimming,"Terada, Noboru",JPN,Men,1500M Freestyle,Gold
1936,Berlin,Aquatics,Swimming,"Medica, Jack C.",USA,Men,1500M Freestyle,Silver
1936,Berlin,Aquatics,Swimming,"Koike, Reizo",JPN,Men,200M Breaststroke,Bronze
1936,Berlin,Aquatics,Swimming,"Hamuro, Tetsuo",JPN,Men,200M Breaststroke,Gold
1936,Berlin,Aquatics,Swimming,"Sietas, Erwin",GER,Men,200M Breaststroke,Silver
1936,Berlin,Aquatics,Swimming,"Sörensen, Inge",DEN,Women,200M Breaststroke,Bronze
1936,Berlin,Aquatics,Swimming,"Maehata, Hideko",JPN,Women,200M Breaststroke,Gold
1936,Berlin,Aquatics,Swimming,"Genenger, Martha",GER,Women,200M Breaststroke,Silver
1936,Berlin,Aquatics,Swimming,"Makino, Shozo",JPN,Men,400M Freestyle,Bronze
1936,Berlin,Aquatics,Swimming,"Medica, Jack C.",USA,Men,400M Freestyle,Gold
1936,Berlin,Aquatics,Swimming,"Uto, Shunpei",JPN,Men,400M Freestyle,Silver
1936,Berlin,Aquatics,Swimming,"Kight-Wingard, Lenore",USA,Women,400M Freestyle,Bronze
1936,Berlin,Aquatics,Swimming,"Mastenbroek, Hendrika",NED,Women,400M Freestyle,Gold
1936,Berlin,Aquatics,Swimming,"Hveger, Ragnild Tove",DEN,Women,400M Freestyle,Silver
1936,Berlin,Aquatics,Swimming,"Freeman, Mavis Anne",USA,Women,4X100M Freestyle Relay,Bronze
1936,Berlin,Aquatics,Swimming,"Lapp, Bernice Ruth",USA,Women,4X100M Freestyle Relay,Bronze
1936,Berlin,Aquatics,Swimming,"Mckean, Mary Olive",USA,Women,4X100M Freestyle Relay,Bronze
1936,Berlin,Aquatics,Swimming,"Rawls, Katherine Louise",USA,Women,4X100M Freestyle Relay,Bronze
1936,Berlin,Aquatics,Swimming,"Den Ouden, Willemyntje (Willy)",NED,Women,4X100M Freestyle Relay,Gold
1936,Berlin,Aquatics,Swimming,"Mastenbroek, Hendrika",NED,Women,4X100M Freestyle Relay,Gold
1936,Berlin,Aquatics,Swimming,"Selbach, Johanna Katarina",NED,Women,4X100M Freestyle Relay,Gold
1936,Berlin,Aquatics,Swimming,"Wagner, Catharina (Tini) Willemina",NED,Women,4X100M Freestyle Relay,Gold
1936,Berlin,Aquatics,Swimming,"Arendt-Jacobs, Gisela",GER,Women,4X100M Freestyle Relay,Silver
1936,Berlin,Aquatics,Swimming,"Halbsguth, Ruth",GER,Women,4X100M Freestyle Relay,Silver
1936,Berlin,Aquatics,Swimming,"Lohmar -Henze, Maria Magdalene",GER,Women,4X100M Freestyle Relay,Silver
1936,Berlin,Aquatics,Swimming,"Schmitz, Ingeborg",GER,Women,4X100M Freestyle Relay,Silver
1936,Berlin,Aquatics,Swimming,"Abay-Nemes, Oszkar",HUN,Men,4X200M Freestyle Relay,Bronze
1936,Berlin,Aquatics,Swimming,"Csik, Ferenc",HUN,Men,4X200M Freestyle Relay,Bronze
1936,Berlin,Aquatics,Swimming,"Grof, Ödön",HUN,Men,4X200M Freestyle Relay,Bronze
1936,Berlin,Aquatics,Swimming,"Lengyel, Arpad",HUN,Men,4X200M Freestyle Relay,Bronze
1936,Berlin,Aquatics,Swimming,"Arai, Shigeo",JPN,Men,4X200M Freestyle Relay,Gold
1936,Berlin,Aquatics,Swimming,"Sugiura, Shigeo",JPN,Men,4X200M Freestyle Relay,Gold
1936,Berlin,Aquatics,Swimming,"Taguchi, Masaharu",JPN,Men,4X200M Freestyle Relay,Gold
1936,Berlin,Aquatics,Swimming,"Yusa, Masanori",JPN,Men,4X200M Freestyle Relay,Gold
1936,Berlin,Aquatics,Swimming,"Flanagan, Ralph Drew",USA,Men,4X200M Freestyle Relay,Silver
1936,Berlin,Aquatics,Swimming,"Macionis, John Joseph",USA,Men,4X200M Freestyle Relay,Silver
1936,Berlin,Aquatics,Swimming,"Medica, Jack C.",USA,Men,4X200M Freestyle Relay,Silver
1936,Berlin,Aquatics,Swimming,"Wolf, Paul",USA,Men,4X200M Freestyle Relay,Silver
1936,Berlin,Aquatics,Water polo,"Blitz, Gerard",BEL,Men,Water Polo,Bronze
1936,Berlin,Aquatics,Water polo,"Casteleyns, Albert",BEL,Men,Water Polo,Bronze
1936,Berlin,Aquatics,Water polo,"Coppieters, Pierre",BEL,Men,Water Polo,Bronze
1936,Berlin,Aquatics,Water polo,"De Combe, Joseph",BEL,Men,Water Polo,Bronze
1936,Berlin,Aquatics,Water polo,"De Pauw, Henri",BEL,Men,Water Polo,Bronze
1936,Berlin,Aquatics,Water polo,"Disy, Henri",BEL,Men,Water Polo,Bronze
1936,Berlin,Aquatics,Water polo,"Issele, Fernand",BEL,Men,Water Polo,Bronze
1936,Berlin,Aquatics,Water polo,"Michiels, Edmond",BEL,Men,Water Polo,Bronze
1936,Berlin,Aquatics,Water polo,"Stoelen, Henri",BEL,Men,Water Polo,Bronze
1936,Berlin,Aquatics,Water polo,"Bozsi, Mihaly",HUN,Men,Water Polo,Gold
1936,Berlin,Aquatics,Water polo,"Brandi, Jenö",HUN,Men,Water Polo,Gold
1936,Berlin,Aquatics,Water polo,"Brody, György",HUN,Men,Water Polo,Gold
1936,Berlin,Aquatics,Water polo,"Halassy, Oliver",HUN,Men,Water Polo,Gold
1936,Berlin,Aquatics,Water polo,"Hazai, Kalman",HUN,Men,Water Polo,Gold
1936,Berlin,Aquatics,Water polo,"Homonnai, Lajos",HUN,Men,Water Polo,Gold
1936,Berlin,Aquatics,Water polo,"Kutasi, György",HUN,Men,Water Polo,Gold
1936,Berlin,Aquatics,Water polo,"Molnar, Istvan",HUN,Men,Water Polo,Gold
1936,Berlin,Aquatics,Water polo,"Nemeth, János",HUN,Men,Water Polo,Gold
1936,Berlin,Aquatics,Water polo,"Sárkány, Miklós",HUN,Men,Water Polo,Gold
1936,Berlin,Aquatics,Water polo,"Tarics, Sandor",HUN,Men,Water Polo,Gold
1936,Berlin,Aquatics,Water polo,"Baier, Bernhard",GER,Men,Water Polo,Silver
1936,Berlin,Aquatics,Water polo,"Gunst, Fritz",GER,Men,Water Polo,Silver
1936,Berlin,Aquatics,Water polo,"Hauser, Josef",GER,Men,Water Polo,Silver
1936,Berlin,Aquatics,Water polo,"Kienzle, Alfred",GER,Men,Water Polo,Silver
1936,Berlin,Aquatics,Water polo,"Klingenburg, Paul",GER,Men,Water Polo,Silver
1936,Berlin,Aquatics,Water polo,"Krug, Heinrich",GER,Men,Water Polo,Silver
1936,Berlin,Aquatics,Water polo,"Schneider, Hans",GER,Men,Water Polo,Silver
1936,Berlin,Aquatics,Water polo,"Schulze, Hans",GER,Men,Water Polo,Silver
1936,Berlin,Aquatics,Water polo,"Schürger, Gustav",GER,Men,Water Polo,Silver
1936,Berlin,Aquatics,Water polo,"Schwenn, Helmuth",GER,Men,Water Polo,Silver
1936,Berlin,Aquatics,Water polo,"Stolze, Fritz",GER,Men,Water Polo,Silver
1936,Berlin,Athletics,Athletics,"Iso-Hollo, Volmari",FIN,Men,10000M,Bronze
1936,Berlin,Athletics,Athletics,"Salminen, Ilmari",FIN,Men,10000M,Gold
1936,Berlin,Athletics,Athletics,"Askola, Arvo",FIN,Men,10000M,Silver
1936,Berlin,Athletics,Athletics,"Osendarp, Martinus",NED,Men,100M,Bronze
1936,Berlin,Athletics,Athletics,"Owens, Jesse",USA,Men,100M,Gold
1936,Berlin,Athletics,Athletics,"Metcalfe, Ralph",USA,Men,100M,Silver
1936,Berlin,Athletics,Athletics,"Krauss, Käthe",GER,Women,100M,Bronze
1936,Berlin,Athletics,Athletics,"Stephens, Helen Herring",USA,Women,100M,Gold
1936,Berlin,Athletics,Athletics,"Walasiewicz, Stanislawa",POL,Women,100M,Silver
1936,Berlin,Athletics,Athletics,"Pollard, Frederick Douglas Jr.",USA,Men,110M Hurdles,Bronze
1936,Berlin,Athletics,Athletics,"Towns, Forrest Grady",USA,Men,110M Hurdles,Gold
1936,Berlin,Athletics,Athletics,"Finlay, Donald",GBR,Men,110M Hurdles,Silver
1936,Berlin,Athletics,Athletics,"Beccali, Luigi",ITA,Men,1500M,Bronze
1936,Berlin,Athletics,Athletics,"Lovelock, John",NZL,Men,1500M,Gold
1936,Berlin,Athletics,Athletics,"Cunningham, Glenn",USA,Men,1500M,Silver
1936,Berlin,Athletics,Athletics,"Osendarp, Martinus",NED,Men,200M,Bronze
1936,Berlin,Athletics,Athletics,"Owens, Jesse",USA,Men,200M,Gold
1936,Berlin,Athletics,Athletics,"Robinson, Matthew Mackenzie",USA,Men,200M,Silver
1936,Berlin,Athletics,Athletics,"Dompert, Alfred",GER,Men,3000M Steeplechase,Bronze
1936,Berlin,Athletics,Athletics,"Iso-Hollo, Volmari",FIN,Men,3000M Steeplechase,Gold
1936,Berlin,Athletics,Athletics,"Tuominen, Kaarlo Jalmari",FIN,Men,3000M Steeplechase,Silver
1936,Berlin,Athletics,Athletics,"Lu Valle, James Ellis",USA,Men,400M,Bronze
1936,Berlin,Athletics,Athletics,"Williams, Archibald Franklin",USA,Men,400M,Gold
1936,Berlin,Athletics,Athletics,"Brown, Arthur Godfrey Kilner",GBR,Men,400M,Silver
1936,Berlin,Athletics,Athletics,"White, Miguel S.",PHI,Men,400M Hurdles,Bronze
1936,Berlin,Athletics,Athletics,"Hardin, Glenn Foster",USA,Men,400M Hurdles,Gold
1936,Berlin,Athletics,Athletics,"Loaring, John Wilfred",CAN,Men,400M Hurdles,Silver
1936,Berlin,Athletics,Athletics,"Borchmeyer, Erich",GER,Men,4X100M Relay,Bronze
1936,Berlin,Athletics,Athletics,"Gillmeister, Erwin",GER,Men,4X100M Relay,Bronze
1936,Berlin,Athletics,Athletics,"Hornberger, Gerd",GER,Men,4X100M Relay,Bronze
1936,Berlin,Athletics,Athletics,"Leichum, Wilhelm",GER,Men,4X100M Relay,Bronze
1936,Berlin,Athletics,Athletics,"Draper, Foy",USA,Men,4X100M Relay,Gold
1936,Berlin,Athletics,Athletics,"Metcalfe, Ralph",USA,Men,4X100M Relay,Gold
1936,Berlin,Athletics,Athletics,"Owens, Jesse",USA,Men,4X100M Relay,Gold
1936,Berlin,Athletics,Athletics,"Wykoff, Frank Clifford",USA,Men,4X100M Relay,Gold
1936,Berlin,Athletics,Athletics,"Caldana, Gianni",ITA,Men,4X100M Relay,Silver
1936,Berlin,Athletics,Athletics,"Gonnelli, Tullio",ITA,Men,4X100M Relay,Silver
1936,Berlin,Athletics,Athletics,"Mariani, Orazio",ITA,Men,4X100M Relay,Silver
1936,Berlin,Athletics,Athletics,"Ragni, Elio",ITA,Men,4X100M Relay,Silver
1936,Berlin,Athletics,Athletics,"Brookshaw, Dorothy Elizabeth",CAN,Women,4X100M Relay,Bronze
1936,Berlin,Athletics,Athletics,"Cameron, Hilda May",CAN,Women,4X100M Relay,Bronze
1936,Berlin,Athletics,Athletics,"Dolson-Cavill, Mildred Jeanette",CAN,Women,4X100M Relay,Bronze
1936,Berlin,Athletics,Athletics,"Meagher, Aileen Aletha",CAN,Women,4X100M Relay,Bronze
1936,Berlin,Athletics,Athletics,"Bland, Harriett Claiborne",USA,Women,4X100M Relay,Gold
1936,Berlin,Athletics,Athletics,"Robinson, Elizabeth",USA,Women,4X100M Relay,Gold
1936,Berlin,Athletics,Athletics,"Rogers, Annette Joan",USA,Women,4X100M Relay,Gold
1936,Berlin,Athletics,Athletics,"Stephens, Helen Herring",USA,Women,4X100M Relay,Gold
1936,Berlin,Athletics,Athletics,"Brown, Audrey Kathleen",GBR,Women,4X100M Relay,Silver
1936,Berlin,Athletics,Athletics,"Burke, Barbara Hannah Anita",GBR,Women,4X100M Relay,Silver
1936,Berlin,Athletics,Athletics,"Hiscock, Eileen May",GBR,Women,4X100M Relay,Silver
1936,Berlin,Athletics,Athletics,"Olney, Violet R.",GBR,Women,4X100M Relay,Silver
1936,Berlin,Athletics,Athletics,"Hamann, Helmut",GER,Men,4X400M Relay,Bronze
1936,Berlin,Athletics,Athletics,"Harbig, Rudolf",GER,Men,4X400M Relay,Bronze
1936,Berlin,Athletics,Athletics,"Voigt, Harry C.",GER,Men,4X400M Relay,Bronze
1936,Berlin,Athletics,Athletics,"Von Stülpnagel, Friedrich",GER,Men,4X400M Relay,Bronze
1936,Berlin,Athletics,Athletics,"Brown, Arthur Godfrey Kilner",GBR,Men,4X400M Relay,Gold
1936,Berlin,Athletics,Athletics,"Rampling, Godfrey Lionel",GBR,Men,4X400M Relay,Gold
1936,Berlin,Athletics,Athletics,"Roberts, William",GBR,Men,4X400M Relay,Gold
1936,Berlin,Athletics,Athletics,"Wolff, Frederick Ferdinand",GBR,Men,4X400M Relay,Gold
1936,Berlin,Athletics,Athletics,"Cagle, Harold D.",USA,Men,4X400M Relay,Silver
1936,Berlin,Athletics,Athletics,"Fitch, Alfred Lord",USA,Men,4X400M Relay,Silver
1936,Berlin,Athletics,Athletics,"O'Brien, Edward T.",USA,Men,4X400M Relay,Silver
1936,Berlin,Athletics,Athletics,"Young, Robert Clark",USA,Men,4X400M Relay,Silver
1936,Berlin,Athletics,Athletics,"Jonsson-Kälarne, Henry",SWE,Men,5000M,Bronze
1936,Berlin,Athletics,Athletics,"Höckert, Gunnar",FIN,Men,5000M,Gold
1936,Berlin,Athletics,Athletics,"Lehtinen, Lauri Aleksanteri",FIN,Men,5000M,Silver
1936,Berlin,Athletics,Athletics,"Bubenko, Adalberts",LAT,Men,50KM Walk,Bronze
1936,Berlin,Athletics,Athletics,"Whitlock, Hector Harold",GBR,Men,50KM Walk,Gold
1936,Berlin,Athletics,Athletics,"Schwab, Arthur",SUI,Men,50KM Walk,Silver
1936,Berlin,Athletics,Athletics,"Edwards, Philip",CAN,Men,800M,Bronze
1936,Berlin,Athletics,Athletics,"Woodruff, John Youie",USA,Men,800M,Gold
1936,Berlin,Athletics,Athletics,"Lanzi, Mario",ITA,Men,800M,Silver
1936,Berlin,Athletics,Athletics,"Taylor-Campbell, Elizabeth",CAN,Women,80M Hurdles,Bronze
1936,Berlin,Athletics,Athletics,"Valla, Trebisonda",ITA,Women,80M Hurdles,Gold
1936,Berlin,Athletics,Athletics,"Steuer, Anni",GER,Women,80M Hurdles,Silver
1936,Berlin,Athletics,Athletics,"Parker, John Jack",USA,Men,Decathlon,Bronze
1936,Berlin,Athletics,Athletics,"Morris, Glenn Edward",USA,Men,Decathlon,Gold
1936,Berlin,Athletics,Athletics,"Clark, Robert Hyatt",USA,Men,Decathlon,Silver
1936,Berlin,Athletics,Athletics,"Oberweger, Giorgio",ITA,Men,Discus Throw,Bronze
1936,Berlin,Athletics,Athletics,"Carpenter, William Kenneth",USA,Men,Discus Throw,Gold
1936,Berlin,Athletics,Athletics,"Dunn, Gordon Glover",USA,Men,Discus Throw,Silver
1936,Berlin,Athletics,Athletics,"Mollenhauer, Paula",GER,Women,Discus Throw,Bronze
1936,Berlin,Athletics,Athletics,"Mauermayer, Gisela",GER,Women,Discus Throw,Gold
1936,Berlin,Athletics,Athletics,"Wajsourna, Jadwiga",POL,Women,Discus Throw,Silver
1936,Berlin,Athletics,Athletics,"Warngard, Alfred",SWE,Men,Hammer Throw,Bronze
1936,Berlin,Athletics,Athletics,"Hein, Karl",GER,Men,Hammer Throw,Gold
1936,Berlin,Athletics,Athletics,"Blask, Erwin",GER,Men,Hammer Throw,Silver
1936,Berlin,Athletics,Athletics,"Thurber, Delos Packard",USA,Men,High Jump,Bronze
1936,Berlin,Athletics,Athletics,"Johnson, Cornelius Cooper",USA,Men,High Jump,Gold
1936,Berlin,Athletics,Athletics,"Albritton, David Donald",USA,Men,High Jump,Silver
1936,Berlin,Athletics,Athletics,"Kaun, Elfriede",GER,Women,High Jump,Bronze
1936,Berlin,Athletics,Athletics,"Csak, Ibolya",HUN,Women,High Jump,Gold
1936,Berlin,Athletics,Athletics,"Odam-Tyler, Dorothy Beatrice J.",GBR,Women,High Jump,Silver
1936,Berlin,Athletics,Athletics,"Toivonen, Kaarlo Kalervo",FIN,Men,Javelin Throw,Bronze
1936,Berlin,Athletics,Athletics,"Stöck, Gerhard (Gerd)",GER,Men,Javelin Throw,Gold
