Country,Year,Medal,Count
GRE,1968,Bronze,1
GRE,1972,Silver,2
GRE,1980,Bronze,4
GRE,1980,Gold,1
GRE,1984,Bronze,1
GRE,1984,Silver,1
GRE,1988,Bronze,1
GRE,1992,Gold,2
GRE,1996,Gold,4
GRE,1996,Silver,4
GRE,2000,Bronze,8
GRE,2000,Gold,4
GRE,2000,Silver,6
GRE,2004,Bronze,5
GRE,2004,Gold,8
GRE,2004,Silver,18
GRE,2008,Bronze,4
GRE,2008,Silver,3
GRE,2012,Bronze,3
GRN,2012,Gold,1
GUA,2012,Silver,1
GUY,1980,Bronze,1
HAI,1924,Bronze,7
HAI,1928,Silver,1
HKG,1996,Gold,1
HKG,2004,Silver,2
HKG,2012,Bronze,1
HUN,1896,Bronze,3
HUN,1896,Gold,2
HUN,1896,Silver,1
HUN,1900,Bronze,2
HUN,1900,Gold,1
HUN,1900,Silver,2
HUN,1904,Bronze,1
HUN,1904,Gold,2
HUN,1904,Silver,1
HUN,1908,Bronze,5
HUN,1908,Gold,6
HUN,1908,Silver,7
HUN,1912,Bronze,3
HUN,1912,Gold,10
HUN,1912,Silver,17
HUN,1924,Bronze,8
HUN,1924,Gold,2
HUN,1924,Silver,10
HUN,1928,Gold,9
HUN,1928,Silver,11
HUN,1932,Bronze,8
HUN,1932,Gold,20
HUN,1932,Silver,4
HUN,1936,Bronze,16
HUN,1936,Gold,25
HUN,1936,Silver,1
HUN,1948,Bronze,21
HUN,1948,Gold,15
HUN,1948,Silver,24
HUN,1952,Bronze,32
HUN,1952,Gold,52
HUN,1952,Silver,17
HUN,1956,Bronze,14
HUN,1956,Gold,30
HUN,1956,Silver,20
HUN,1960,Bronze,36
HUN,1960,Gold,13
HUN,1960,Silver,16
HUN,1964,Bronze,7
HUN,1964,Gold,42
HUN,1964,Silver,7
HUN,1968,Bronze,29
HUN,1968,Gold,32
HUN,1968,Silver,20
HUN,1972,Bronze,25
HUN,1972,Gold,10
HUN,1972,Silver,46
HUN,1976,Bronze,35
HUN,1976,Gold,14
HUN,1976,Silver,6
HUN,1980,Bronze,40
HUN,1980,Gold,8
HUN,1980,Silver,13
HUN,1988,Bronze,15
HUN,1988,Gold,20
HUN,1988,Silver,9
HUN,1992,Bronze,8
HUN,1992,Gold,14
HUN,1992,Silver,23
HUN,1996,Bronze,26
HUN,1996,Gold,8
HUN,1996,Silver,9
HUN,2000,Bronze,4
HUN,2000,Gold,25
HUN,2000,Silver,24
HUN,2004,Bronze,4
HUN,2004,Gold,24
HUN,2004,Silver,12
HUN,2008,Bronze,3
HUN,2008,Gold,16
HUN,2008,Silver,8
HUN,2012,Bronze,6
HUN,2012,Gold,12
HUN,2012,Silver,8
INA,1988,Silver,3
INA,1992,Bronze,1
INA,1992,Gold,2
INA,1992,Silver,3
INA,1996,Bronze,3
INA,1996,Gold,2
INA,1996,Silver,1
INA,2000,Bronze,2
INA,2000,Gold,2
INA,2000,Silver,4
INA,2004,Bronze,3
INA,2004,Gold,1
INA,2004,Silver,1
INA,2008,Bronze,3
INA,2008,Gold,2
INA,2008,Silver,2
INA,2012,Bronze,1
INA,2012,Silver,2
IND,1900,Silver,2
IND,1928,Gold,15
IND,1932,Gold,11
IND,1936,Gold,19
IND,1948,Gold,20
IND,1952,Bronze,1
IND,1952,Gold,14
IND,1956,Gold,17
IND,1960,Silver,13
IND,1964,Gold,15
IND,1968,Bronze,15
IND,1972,Bronze,14
IND,1980,Gold,16
IND,1996,Bronze,1
IND,2000,Bronze,1
IND,2004,Silver,1
IND,2008,Bronze,2
IND,2008,Gold,1
IND,2012,Bronze,4
IND,2012,Silver,2
IOP,1992,Bronze,2
IOP,1992,Silver,1
IRI,1948,Bronze,1
IRI,1952,Bronze,4
IRI,1952,Silver,3
IRI,1956,Bronze,1
IRI,1956,Gold,2
IRI,1956,Silver,2
IRI,1960,Bronze,3
IRI,1960,Silver,1
IRI,1964,Bronze,2
IRI,1968,Bronze,2
IRI,1968,Gold,2
IRI,1968,Silver,1
IRI,1972,Bronze,1
IRI,1972,Silver,2
IRI,1976,Bronze,1
IRI,1976,Silver,1
IRI,1988,Silver,1
IRI,1992,Bronze,2
IRI,1992,Silver,1
IRI,1996,Bronze,1
IRI,1996,Gold,1
IRI,1996,Silver,1
IRI,2000,Bronze,1
IRI,2000,Gold,3
IRI,2004,Bronze,2
IRI,2004,Gold,2
IRI,2004,Silver,2
IRI,2008,Bronze,1
IRI,2008,Gold,1
IRI,2012,Bronze,2
IRI,2012,Gold,5
IRI,2012,Silver,6
IRL,1928,Gold,1
IRL,1932,Gold,2
IRL,1952,Silver,1
IRL,1956,Bronze,3
IRL,1956,Gold,1
IRL,1956,Silver,1
IRL,1964,Bronze,1
IRL,1980,Bronze,1
IRL,1980,Silver,2
IRL,1984,Silver,1
IRL,1992,Gold,1
IRL,1992,Silver,1
IRL,1996,Bronze,1
IRL,1996,Gold,3
IRL,2000,Silver,1
IRL,2008,Bronze,2
IRL,2008,Silver,1
IRL,2012,Bronze,4
IRL,2012,Gold,1
IRL,2012,Silver,1
IRQ,1960,Bronze,1
ISL,1956,Silver,1
ISL,1984,Bronze,1
ISL,2000,Bronze,1
ISL,2008,Silver,14
ISR,1992,Bronze,1
ISR,1992,Silver,1
ISR,1996,Bronze,1
ISR,2000,Bronze,1
ISR,2004,Bronze,1
ISR,2004,Gold,1
ISR,2008,Bronze,1
ISV,1988,Silver,1
ITA,1900,Gold,2
ITA,1900,Silver,2
ITA,1908,Gold,2
ITA,1908,Silver,5
ITA,1912,Bronze,2
ITA,1912,Gold,18
ITA,1912,Silver,1
ITA,1920,Bronze,7
ITA,1920,Gold,68
ITA,1920,Silver,9
ITA,1924,Bronze,21
ITA,1924,Gold,25
ITA,1924,Silver,5
ITA,1928,Bronze,31
ITA,1928,Gold,18
ITA,1928,Silver,21
ITA,1932,Bronze,18
ITA,1932,Gold,21
ITA,1932,Silver,38
ITA,1936,Bronze,5
ITA,1936,Gold,36
ITA,1936,Silver,30
ITA,1948,Bronze,12
ITA,1948,Gold,20
ITA,1948,Silver,31
ITA,1952,Bronze,15
ITA,1952,Gold,17
ITA,1952,Silver,21
ITA,1956,Bronze,10
ITA,1956,Gold,25
ITA,1956,Silver,11
ITA,1960,Bronze,34
ITA,1960,Gold,36
ITA,1960,Silver,18
ITA,1964,Bronze,9
ITA,1964,Gold,13
ITA,1964,Silver,28
ITA,1968,Bronze,19
ITA,1968,Gold,5
ITA,1968,Silver,8
ITA,1972,Bronze,13
ITA,1972,Gold,9
ITA,1972,Silver,3
ITA,1976,Bronze,4
ITA,1976,Gold,2
ITA,1976,Silver,25
ITA,1980,Bronze,8
ITA,1980,Gold,8
ITA,1980,Silver,21
ITA,1984,Bronze,28
ITA,1984,Gold,29
ITA,1984,Silver,6
ITA,1988,Bronze,8
ITA,1988,Gold,11
ITA,1988,Silver,10
ITA,1992,Bronze,14
ITA,1992,Gold,22
ITA,1992,Silver,10
ITA,1996,Bronze,28
ITA,1996,Gold,19
ITA,1996,Silver,24
ITA,2000,Bronze,29
ITA,2000,Gold,22
ITA,2000,Silver,14
ITA,2004,Bronze,39
ITA,2004,Gold,24
ITA,2004,Silver,39
ITA,2008,Bronze,20
ITA,2008,Gold,8
ITA,2008,Silver,14
ITA,2012,Bronze,30
ITA,2012,Gold,16
ITA,2012,Silver,22
JAM,1948,Gold,1
JAM,1948,Silver,2
JAM,1952,Gold,5
JAM,1952,Silver,3
JAM,1968,Silver,1
JAM,1972,Bronze,1
JAM,1976,Gold,1
JAM,1976,Silver,1
JAM,1980,Bronze,3
JAM,1984,Bronze,2
JAM,1984,Silver,4
JAM,1988,Silver,5
JAM,1992,Bronze,1
JAM,1992,Silver,3
JAM,1996,Bronze,12
JAM,1996,Gold,1
JAM,1996,Silver,3
JAM,2000,Bronze,9
JAM,2000,Silver,14
JAM,2004,Bronze,6
JAM,2004,Gold,6
JAM,2004,Silver,1
JAM,2008,Bronze,5
JAM,2008,Gold,9
JAM,2008,Silver,3
JAM,2012,Bronze,8
JAM,2012,Gold,8
JAM,2012,Silver,9
JPN,1920,Silver,3
JPN,1924,Bronze,1
JPN,1928,Bronze,1
JPN,1928,Gold,2
JPN,1928,Silver,5
JPN,1932,Bronze,4
JPN,1932,Gold,10
JPN,1932,Silver,17
JPN,1936,Bronze,8
JPN,1936,Gold,9
JPN,1936,Silver,4
JPN,1952,Bronze,2
JPN,1952,Gold,1
JPN,1952,Silver,9
JPN,1956,Bronze,5
JPN,1956,Gold,4
JPN,1956,Silver,15
JPN,1960,Bronze,10
JPN,1960,Gold,9
JPN,1960,Silver,10
JPN,1964,Bronze,27
JPN,1964,Gold,32
JPN,1964,Silver,5
JPN,1968,Bronze,22
JPN,1968,Gold,16
JPN,1968,Silver,29
JPN,1972,Bronze,8
JPN,1972,Gold,29
JPN,1972,Silver,19
JPN,1976,Bronze,10
JPN,1976,Gold,25
JPN,1976,Silver,6
JPN,1984,Bronze,31
JPN,1984,Gold,10
JPN,1984,Silver,8
JPN,1988,Bronze,13
JPN,1988,Gold,4
JPN,1988,Silver,3
JPN,1992,Bronze,36
JPN,1992,Gold,3
JPN,1992,Silver,8
JPN,1996,Bronze,14
JPN,1996,Gold,3
JPN,1996,Silver,26
JPN,2000,Bronze,8
JPN,2000,Gold,5
JPN,2000,Silver,30
JPN,2004,Bronze,53
JPN,2004,Gold,21
JPN,2004,Silver,20
JPN,2008,Bronze,17
JPN,2008,Gold,23
JPN,2008,Silver,11
JPN,2012,Bronze,33
JPN,2012,Gold,7
JPN,2012,Silver,44
KAZ,1996,Bronze,4
KAZ,1996,Gold,3
KAZ,1996,Silver,4
KAZ,2000,Gold,3
KAZ,2000,Silver,4
KAZ,2004,Bronze,3
KAZ,2004,Gold,1
KAZ,2004,Silver,4
KAZ,2008,Bronze,7
KAZ,2008,Gold,2
KAZ,2008,Silver,4
KAZ,2012,Bronze,6
KAZ,2012,Gold,3
KAZ,2012,Silver,1
KEN,1964,Bronze,1
KEN,1968,Bronze,2
KEN,1968,Gold,3
KEN,1968,Silver,7
KEN,1972,Bronze,4
KEN,1972,Gold,5
KEN,1972,Silver,3
KEN,1984,Bronze,2
KEN,1984,Gold,1
KEN,1988,Bronze,2
KEN,1988,Gold,5
KEN,1988,Silver,2
KEN,1992,Bronze,2
KEN,1992,Gold,2
KEN,1992,Silver,4
KEN,1996,Bronze,3
KEN,1996,Gold,1
KEN,1996,Silver,4
KEN,2000,Bronze,2
KEN,2000,Gold,2
KEN,2000,Silver,3
KEN,2004,Bronze,2
KEN,2004,Gold,1
KEN,2004,Silver,4
KEN,2008,Bronze,4
KEN,2008,Gold,6
KEN,2008,Silver,4
KEN,2012,Bronze,6
KEN,2012,Gold,2
KEN,2012,Silver,4
KGZ,2000,Bronze,1
KGZ,2008,Bronze,1
KGZ,2008,Silver,1
KOR,1948,Bronze,2
KOR,1952,Bronze,2
KOR,1956,Bronze,1
KOR,1956,Silver,1
KOR,1964,Bronze,1
KOR,1964,Silver,2
KOR,1968,Bronze,1
KOR,1968,Silver,1
KOR,1972,Silver,1
KOR,1976,Bronze,15
KOR,1976,Gold,1
KOR,1976,Silver,1
KOR,1984,Bronze,7
KOR,1984,Gold,6
KOR,1984,Silver,29
KOR,1988,Bronze,12
KOR,1988,Gold,28
KOR,1988,Silver,37
KOR,1992,Bronze,16
KOR,1992,Gold,28
KOR,1992,Silver,5
KOR,1996,Bronze,7
KOR,1996,Gold,10
KOR,1996,Silver,49
KOR,2000,Bronze,35
KOR,2000,Gold,12
KOR,2000,Silver,26
KOR,2004,Bronze,10
KOR,2004,Gold,14
KOR,2004,Silver,28
KOR,2008,Bronze,26
KOR,2008,Gold,41
KOR,2008,Silver,11
KOR,2012,Bronze,32
KOR,2012,Gold,18
KOR,2012,Silver,13
KSA,2000,Bronze,1
KSA,2000,Silver,1
KSA,2012,Bronze,4
KUW,2000,Bronze,1
KUW,2012,Bronze,1
LAT,1932,Silver,1
LAT,1936,Bronze,1
LAT,1936,Silver,1
LAT,1992,Bronze,1
LAT,1992,Silver,2
LAT,1996,Silver,1
LAT,2000,Bronze,1
LAT,2000,Gold,1
LAT,2000,Silver,1
LAT,2004,Silver,4
LAT,2008,Bronze,1
LAT,2008,Gold,1
LAT,2008,Silver,1
LAT,2012,Bronze,2
LAT,2012,Gold,1
LIB,1952,Bronze,1
LIB,1952,Silver,1
LIB,1972,Silver,1
LIB,1980,Bronze,1
LTU,1992,Bronze,12
LTU,1992,Gold,1
LTU,1996,Bronze,12
LTU,2000,Bronze,15
LTU,2000,Gold,2
LTU,2004,Gold,1
LTU,2004,Silver,2
LTU,2008,Bronze,3
LTU,2008,Silver,2
LTU,2012,Bronze,2
LTU,2012,Gold,2
LTU,2012,Silver,1
LUX,1920,Silver,1
LUX,1952,Gold,1
MAR,1960,Silver,1
MAR,1984,Gold,2
MAR,1988,Bronze,2
MAR,1988,Gold,1
MAR,1992,Bronze,1
MAR,1992,Gold,1
MAR,1992,Silver,1
MAR,1996,Bronze,2
MAR,2000,Bronze,4
MAR,2000,Silver,1
MAR,2004,Gold,2
MAR,2004,Silver,1
MAR,2008,Bronze,1
MAR,2008,Silver,1
MAR,2012,Bronze,1
MAS,1992,Bronze,2
MAS,1996,Bronze,1
MAS,1996,Silver,2
MAS,2008,Silver,1
MAS,2012,Bronze,1
MAS,2012,Silver,1
MDA,1996,Bronze,1
MDA,1996,Silver,2
MDA,2000,Bronze,1
MDA,2000,Silver,1
MDA,2008,Bronze,1
MEX,1932,Silver,2
MEX,1936,Bronze,16
MEX,1948,Bronze,4
MEX,1948,Gold,4
MEX,1948,Silver,1
MEX,1952,Silver,1
MEX,1956,Bronze,1
MEX,1956,Gold,1
MEX,1960,Bronze,1
MEX,1964,Bronze,1
MEX,1968,Bronze,3
MEX,1968,Gold,3
MEX,1968,Silver,3
MEX,1972,Silver,1
MEX,1976,Bronze,1
MEX,1976,Gold,1
MEX,1980,Bronze,11
MEX,1980,Silver,1
MEX,1984,Bronze,1
MEX,1984,Gold,2
MEX,1984,Silver,3
MEX,1988,Bronze,2
MEX,1992,Silver,1
MEX,1996,Bronze,1
MEX,2000,Bronze,3
MEX,2000,Gold,1
MEX,2000,Silver,2
MEX,2004,Bronze,1
MEX,2004,Silver,3
MEX,2008,Bronze,2
MEX,2008,Gold,2
MEX,2012,Bronze,3
MEX,2012,Gold,18
MEX,2012,Silver,5
MGL,1968,Bronze,3
MGL,1968,Silver,1
MGL,1972,Silver,1
MGL,1976,Silver,1
MGL,1980,Bronze,2
MGL,1980,Silver,2
MGL,1988,Bronze,1
MGL,1992,Bronze,2
MGL,1996,Bronze,1
MGL,2004,Bronze,1
MGL,2008,Gold,2
MGL,2008,Silver,2
MGL,2012,Bronze,3
MGL,2012,Silver,2
MKD,2000,Bronze,1
MNE,2012,Silver,14
MOZ,1996,Bronze,1
MOZ,2000,Gold,1
MRI,2008,Bronze,1
NAM,1992,Silver,2
NAM,1996,Silver,2
NED,1900,Bronze,15
NED,1900,Silver,5
NED,1908,Bronze,11
NED,1912,Bronze,22
NED,1920,Bronze,24
NED,1920,Gold,14
NED,1920,Silver,10
NED,1924,Bronze,17
NED,1924,Gold,8
NED,1924,Silver,1
NED,1928,Bronze,6
NED,1928,Gold,20
NED,1928,Silver,39
NED,1932,Gold,2
NED,1932,Silver,10
NED,1936,Bronze,21
NED,1936,Gold,9
NED,1936,Silver,7
NED,1948,Bronze,32
NED,1948,Gold,8
NED,1948,Silver,2
NED,1952,Silver,18
NED,1960,Bronze,2
NED,1960,Silver,1
NED,1964,Bronze,16
NED,1964,Gold,5
NED,1964,Silver,9
NED,1968,Bronze,1
NED,1968,Gold,6
NED,1968,Silver,7
NED,1972,Bronze,2
NED,1972,Gold,3
NED,1972,Silver,1
NED,1976,Bronze,13
NED,1976,Silver,2
NED,1980,Bronze,5
NED,1980,Silver,1
NED,1984,Bronze,14
NED,1984,Gold,20
NED,1984,Silver,6
NED,1988,Bronze,36
NED,1988,Gold,3
NED,1988,Silver,5
NED,1992,Bronze,8
NED,1992,Gold,5
NED,1992,Silver,20
NED,1996,Bronze,26
NED,1996,Gold,38
NED,1996,Silver,9
NED,2000,Bronze,23
NED,2000,Gold,27
NED,2000,Silver,29
NED,2004,Bronze,22
NED,2004,Gold,4
NED,2004,Silver,50
NED,2008,Bronze,4
NED,2008,Gold,40
NED,2008,Silver,18
NED,2012,Bronze,19
NED,2012,Gold,21
NED,2012,Silver,29
NGR,1964,Bronze,1
NGR,1972,Bronze,1
NGR,1984,Bronze,4
NGR,1984,Silver,1
NGR,1992,Bronze,4
NGR,1992,Silver,7
NGR,1996,Bronze,3
NGR,1996,Gold,19
NGR,1996,Silver,4
NGR,2000,Silver,8
NGR,2004,Bronze,8
NGR,2008,Bronze,6
NGR,2008,Silver,18
NIG,1972,Bronze,1
NOR,1900,Bronze,3
NOR,1900,Silver,6
NOR,1908,Bronze,3
NOR,1908,Gold,7
NOR,1908,Silver,34
NOR,1912,Bronze,29
NOR,1912,Gold,41
NOR,1912,Silver,6
NOR,1920,Bronze,27
NOR,1920,Gold,58
NOR,1920,Silver,56
NOR,1924,Bronze,3
NOR,1924,Gold,16
NOR,1924,Silver,7
NOR,1928,Bronze,1
NOR,1928,Gold,4
NOR,1928,Silver,4
NOR,1936,Bronze,15
NOR,1936,Gold,1
NOR,1936,Silver,12
NOR,1948,Bronze,11
NOR,1948,Gold,3
NOR,1948,Silver,4
NOR,1952,Gold,5
NOR,1952,Silver,8
NOR,1956,Bronze,2
NOR,1956,Gold,1
NOR,1960,Gold,2
NOR,1968,Gold,4
NOR,1968,Silver,2
NOR,1972,Bronze,4
NOR,1972,Gold,2
NOR,1972,Silver,2
NOR,1976,Gold,2
NOR,1976,Silver,4
NOR,1984,Bronze,3
NOR,1984,Silver,1
NOR,1988,Gold,2
NOR,1988,Silver,21
NOR,1992,Bronze,1
NOR,1992,Gold,2
NOR,1992,Silver,20
NOR,1996,Bronze,20
NOR,1996,Gold,2
NOR,1996,Silver,3
NOR,2000,Bronze,19
NOR,2000,Gold,21
NOR,2000,Silver,4
NOR,2004,Bronze,2
NOR,2004,Gold,5
NOR,2008,Bronze,1
NOR,2008,Gold,16
NOR,2008,Silver,5
NOR,2012,Bronze,1
NOR,2012,Gold,15
NOR,2012,Silver,1
NZL,1920,Bronze,1
NZL,1924,Bronze,1
NZL,1928,Gold,1
NZL,1932,Silver,2
NZL,1936,Gold,1
NZL,1952,Bronze,2
NZL,1952,Gold,1
NZL,1956,Gold,3
NZL,1960,Bronze,1
NZL,1960,Gold,2
NZL,1964,Bronze,2
NZL,1964,Gold,4
NZL,1968,Bronze,2
NZL,1968,Gold,5
NZL,1972,Bronze,1
NZL,1972,Gold,9
NZL,1972,Silver,4
NZL,1976,Bronze,9
NZL,1976,Gold,17
NZL,1976,Silver,1
NZL,1984,Bronze,6
NZL,1984,Gold,16
NZL,1984,Silver,1
NZL,1988,Bronze,16
NZL,1988,Gold,4
NZL,1988,Silver,4
NZL,1992,Bronze,5
NZL,1992,Gold,1
NZL,1992,Silver,9
NZL,1996,Bronze,4
NZL,1996,Gold,3
NZL,1996,Silver,2
NZL,2000,Bronze,3
NZL,2000,Gold,1
NZL,2004,Gold,4
NZL,2004,Silver,2
NZL,2008,Bronze,8
NZL,2008,Gold,4
NZL,2008,Silver,2
NZL,2012,Bronze,14
NZL,2012,Gold,9
NZL,2012,Silver,3
PAK,1956,Silver,14
PAK,1960,Bronze,1
PAK,1960,Gold,13
PAK,1964,Silver,16
PAK,1968,Gold,13
PAK,1972,Silver,15
PAK,1976,Bronze,16
PAK,1984,Gold,16
PAK,1988,Bronze,1
PAK,1992,Bronze,16
PAN,1948,Bronze,2
PAN,2008,Gold,1
PAR,2004,Silver,17
PER,1948,Gold,1
PER,1984,Silver,1
PER,1988,Silver,12
PER,1992,Silver,1
PHI,1928,Bronze,1
PHI,1932,Bronze,3
PHI,1936,Bronze,1
PHI,1964,Silver,1
PHI,1988,Bronze,1
PHI,1992,Bronze,1
PHI,1996,Silver,1
POL,1924,Bronze,1
POL,1924,Silver,4
POL,1928,Bronze,14
POL,1928,Gold,1
POL,1928,Silver,3
POL,1932,Bronze,14
POL,1932,Gold,2
POL,1932,Silver,3
POL,1936,Bronze,4
POL,1936,Silver,5
POL,1948,Bronze,1
POL,1952,Bronze,1
POL,1952,Gold,1
POL,1952,Silver,2
POL,1956,Bronze,9
POL,1956,Gold,1
POL,1956,Silver,9
POL,1960,Bronze,15
POL,1960,Gold,4
POL,1960,Silver,11
POL,1964,Bronze,25
POL,1964,Gold,10
POL,1964,Silver,13
POL,1968,Bronze,30
POL,1968,Gold,5
POL,1968,Silver,2
POL,1972,Bronze,11
POL,1972,Gold,27
POL,1972,Silver,8
POL,1976,Bronze,26
POL,1976,Gold,18
POL,1976,Silver,29
POL,1980,Bronze,22
POL,1980,Gold,3
POL,1980,Silver,25
POL,1988,Bronze,10
POL,1988,Gold,2
POL,1988,Silver,9
POL,1992,Bronze,19
POL,1992,Gold,5
POL,1992,Silver,18
POL,1996,Bronze,7
POL,1996,Gold,7
POL,1996,Silver,7
POL,2000,Bronze,7
POL,2000,Gold,7
POL,2000,Silver,10
POL,2004,Bronze,6
POL,2004,Gold,4
POL,2004,Silver,2
POL,2008,Bronze,1
POL,2008,Gold,6
POL,2008,Silver,13
POL,2012,Bronze,8
POL,2012,Gold,3
POL,2012,Silver,1
POR,1924,Bronze,3
POR,1936,Bronze,3
POR,1948,Bronze,3
POR,1948,Silver,2
POR,1952,Bronze,2
POR,1960,Silver,2
POR,1976,Silver,2
POR,1984,Bronze,2
POR,1984,Gold,1
POR,1988,Gold,1
POR,1996,Bronze,2
POR,1996,Gold,1
POR,2000,Bronze,2
POR,2004,Bronze,1
POR,2004,Silver,2
POR,2008,Gold,1
POR,2008,Silver,1
POR,2012,Silver,2
PRK,1972,Bronze,13
PRK,1972,Gold,1
PRK,1972,Silver,1
PRK,1976,Gold,1
PRK,1976,Silver,1
PRK,1980,Bronze,2
PRK,1980,Silver,3
PRK,1992,Bronze,6
PRK,1992,Gold,4
PRK,1996,Bronze,2
PRK,1996,Gold,2
PRK,1996,Silver,1
PRK,2000,Bronze,3
PRK,2000,Silver,1
PRK,2004,Bronze,1
PRK,2004,Silver,4
PRK,2008,Bronze,3
PRK,2008,Gold,2
PRK,2008,Silver,1
PRK,2012,Bronze,2
PRK,2012,Gold,4
PUR,1948,Bronze,1
PUR,1976,Bronze,1
PUR,1984,Bronze,1
PUR,1984,Silver,1
PUR,1992,Bronze,1
PUR,1996,Bronze,1
PUR,2012,Bronze,1
PUR,2012,Silver,1
QAT,1992,Bronze,1
QAT,2000,Bronze,1
QAT,2012,Bronze,2
ROU,1924,Bronze,23
ROU,1936,Silver,2
ROU,1952,Bronze,2
ROU,1952,Gold,1
ROU,1952,Silver,1
ROU,1956,Bronze,10
ROU,1956,Gold,6
ROU,1956,Silver,3
ROU,1960,Bronze,11
ROU,1960,Gold,3
ROU,1960,Silver,1
ROU,1964,Bronze,10
ROU,1964,Gold,2
ROU,1964,Silver,4
ROU,1968,Bronze,9
ROU,1968,Gold,5
ROU,1968,Silver,9
ROU,1972,Bronze,27
ROU,1972,Gold,3
ROU,1972,Silver,10
ROU,1976,Bronze,23
ROU,1976,Gold,4
ROU,1976,Silver,28
ROU,1980,Bronze,50
ROU,1980,Gold,7
ROU,1980,Silver,15
ROU,1984,Bronze,35
ROU,1984,Gold,40
ROU,1984,Silver,31
ROU,1988,Bronze,13
ROU,1988,Gold,8
ROU,1988,Silver,30
ROU,1992,Bronze,14
ROU,1992,Gold,8
ROU,1992,Silver,31
ROU,1996,Bronze,15
ROU,1996,Gold,13
ROU,1996,Silver,10
ROU,2000,Bronze,13
ROU,2000,Gold,27
ROU,2000,Silver,6
ROU,2004,Bronze,11
ROU,2004,Gold,23
ROU,2004,Silver,5
ROU,2008,Bronze,16
ROU,2008,Gold,5
ROU,2008,Silver,1
ROU,2012,Bronze,6
ROU,2012,Gold,2
ROU,2012,Silver,8
RSA,1908,Gold,1
RSA,1908,Silver,1
RSA,1912,Gold,5
RSA,1912,Silver,2
RSA,1920,Bronze,6
RSA,1920,Gold,3
RSA,1920,Silver,12
RSA,1924,Bronze,1
RSA,1924,Gold,1
RSA,1924,Silver,1
RSA,1928,Bronze,5
RSA,1928,Gold,1
RSA,1932,Bronze,3
RSA,1932,Gold,2
RSA,1936,Silver,1
RSA,1948,Bronze,1
RSA,1948,Gold,2
RSA,1948,Silver,1
RSA,1952,Bronze,4
RSA,1952,Gold,2
RSA,1952,Silver,8
RSA,1956,Bronze,7
RSA,1960,Bronze,2
RSA,1960,Silver,1
RSA,1992,Silver,3
RSA,1996,Bronze,1
RSA,1996,Gold,3
RSA,1996,Silver,1
RSA,2000,Bronze,3
RSA,2000,Silver,2
RSA,2004,Bronze,3
RSA,2004,Gold,4
RSA,2004,Silver,3
RSA,2008,Silver,1
RSA,2012,Bronze,1
RSA,2012,Gold,6
RSA,2012,Silver,2
RU1,1908,Gold,1
RU1,1908,Silver,2
RU1,1912,Bronze,9
RU1,1912,Silver,5
RUS,1996,Bronze,34
RUS,1996,Gold,36
RUS,1996,Silver,45
RUS,2000,Bronze,54
RUS,2000,Gold,66
RUS,2000,Silver,68
RUS,2004,Bronze,96
RUS,2004,Gold,47
RUS,2004,Silver,49
RUS,2008,Bronze,56
RUS,2008,Gold,43
RUS,2008,Silver,44
RUS,2012,Bronze,51
RUS,2012,Gold,47
RUS,2012,Silver,32
SCG,2004,Silver,14
SEN,1988,Silver,1
SGP,2012,Bronze,4
SIN,1960,Silver,1
SIN,2008,Silver,3
SLO,1992,Bronze,6
SLO,1996,Silver,2
SLO,2000,Gold,3
SLO,2004,Bronze,3
SLO,2004,Silver,2
SLO,2008,Bronze,2
SLO,2008,Gold,1
SLO,2008,Silver,2
SLO,2012,Bronze,3
SLO,2012,Gold,1
SLO,2012,Silver,1
SRB,2008,Bronze,14
SRB,2008,Silver,1
SRB,2012,Bronze,14
SRB,2012,Gold,1
SRB,2012,Silver,1
SRI,1948,Silver,1
SRI,2000,Silver,1
SUD,2008,Silver,1
SUI,1896,Gold,1
SUI,1896,Silver,2
SUI,1900,Bronze,1
SUI,1900,Gold,13
SUI,1900,Silver,1
SUI,1904,Bronze,1
SUI,1904,Gold,1
SUI,1920,Bronze,21
SUI,1920,Gold,6
SUI,1920,Silver,2
SUI,1924,Bronze,21
SUI,1924,Gold,13
SUI,1924,Silver,31
SUI,1928,Bronze,5
SUI,1928,Gold,16
SUI,1928,Silver,8
SUI,1932,Silver,1
SUI,1936,Bronze,24
SUI,1936,Gold,1
SUI,1936,Silver,22
SUI,1948,Bronze,5
SUI,1948,Gold,5
SUI,1948,Silver,22
SUI,1952,Bronze,12
SUI,1952,Gold,2
SUI,1952,Silver,19
SUI,1956,Bronze,3
SUI,1960,Bronze,6
SUI,1960,Silver,5
SUI,1964,Bronze,1
SUI,1964,Gold,1
SUI,1964,Silver,4
SUI,1968,Bronze,10
SUI,1968,Silver,3
SUI,1972,Silver,8
SUI,1976,Bronze,6
SUI,1976,Gold,1
SUI,1976,Silver,3
SUI,1980,Gold,2
SUI,1984,Bronze,6
SUI,1984,Silver,9
SUI,1988,Bronze,2
SUI,1988,Silver,6
SUI,1992,Gold,1
SUI,1996,Gold,5
SUI,1996,Silver,6
SUI,2000,Bronze,2
SUI,2000,Gold,1
SUI,2000,Silver,11
SUI,2004,Bronze,4
SUI,2004,Gold,1
SUI,2004,Silver,2
SUI,2008,Bronze,8
SUI,2008,Gold,3
SUI,2012,Gold,2
SUI,2012,Silver,2
SUR,1988,Gold,1
SUR,1992,Bronze,1
SVK,1996,Bronze,1
